City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,oranjemund,-28.55,16.4333,15.85,63,14,0.54,NA,1683688190
296,debila,33.5167,6.95,19.04,55,0,2.57,DZ,1683688573
297,diapaga,12.0708,1.7889,31.03,32,32,2.77,BF,1683688573
298,mount pearl,47.5166,-52.7813,4.52,79,75,15.95,CA,1683687882
299,road town,18.4167,-64.6167,28.05,76,87,7.9,VG,1683688499
300,tangalle,6.024,80.7911,27.09,80,90,5.16,LK,1683688244
301,bonthe,7.5264,-12.505,23.35,91,100,3.61,SL,1683688574
302,kangding,30.0513,101.9603,9.02,87,90,2.43,CN,1683688396
303,remire-montjoly,4.9167,-52.2667,25.02,94,75,3.09,GF,1683688164
304,ponta delgada,37.7333,-25.6667,18.4,94,75,3.09,PT,1683688199
305,kukawa,12.9234,13.5606,28.3,21,81,3.22,NG,1683688575
306,miles city,46.4083,-105.8406,16.54,51,0,3.6,US,1683688452
307,tuy hoa,13.0833,109.3,31.03,63,93,2.39,VN,1683688575
308,suva,-18.1416,178.4415,27.71,69,75,2.57,FJ,1683688576
309,fuling,29.7022,107.3919,16.62,95,100,0.78,CN,1683688576
310,karratha,-20.7377,116.8463,27.11,19,81,8.14,AU,1683688251
311,kiunga,-6.1219,141.2906,28.2,80,98,0.38,PG,1683688576
312,seaside,36.6111,-121.8516,15.89,83,75,3.6,US,1683688520
313,draganesti-olt,44.1667,24.5333,5.72,95,56,4.22,RO,1683688577
314,gangapur,26.4833,76.7167,31.75,13,0,3.21,IN,1683688577
315,okahandja,-21.9833,16.9167,16.33,31,0,3.19,NA,1683688577
316,dunedin,-45.8742,170.5036,11.56,69,100,0.89,NZ,1683688208
317,new norfolk,-42.7826,147.0587,14.28,61,91,0.89,AU,1683688218
318,egilsstadir,65.2653,-14.3948,5.95,93,100,2.06,IS,1683688223
319,jianshui,23.6363,102.8264,27.87,45,40,3.25,CN,1683688578
320,okhotsk,59.3833,143.3,6.03,71,14,2.89,RU,1683688230
321,novyy urengoy,66.0833,76.6333,0.04,99,100,2.33,RU,1683688438
322,jakiri,6.1,10.65,16.01,92,100,0.32,CM,1683688579
323,longyearbyen,78.2186,15.6401,-2.09,74,75,5.14,SJ,1683688171
324,paita,-5.0892,-81.1144,25.05,76,0,6.1,PE,1683688579
325,willowmore,-33.2926,23.4895,11.56,56,75,1.1,ZA,1683688579
326,muisne,0.6,-80.0333,26.6,87,100,2.51,EC,1683688461
327,zelenogorsk,56.1147,94.5861,9.28,50,89,2.03,RU,1683688580
328,labrador city,52.9463,-66.9114,-1.05,47,100,4.12,CA,1683688580
329,maumere,-8.6199,122.2111,29.13,73,36,1.36,ID,1683688582
330,isangel,-19.55,169.2667,28.06,78,75,3.09,VU,1683688582
331,kirsanov,52.6549,42.7224,5.75,72,99,3.34,RU,1683688582
332,catabola,-12.15,17.2833,11.99,62,0,1.34,AO,1683688582
333,princeville,45.7668,-61.2985,3.06,82,0,4.63,CA,1683688583
334,akureyri,65.6835,-18.0878,4.96,93,100,2.06,IS,1683688583
335,itanhandu,-22.2958,-44.9347,17.06,96,100,0.87,BR,1683688583
336,jiwani,25.05,61.7417,28.54,80,1,5.37,PK,1683688583
337,petawawa,45.9001,-77.3328,6.55,65,0,1.35,CA,1683688584
338,jam sahib,26.2958,68.6292,29.01,8,11,2.52,PK,1683688584
339,ritchie,-29.038,24.6028,13.56,53,0,1.69,ZA,1683688584
340,papao,-17.75,-149.55,28.7,83,48,4.74,PF,1683688465
341,arauca,7.0847,-70.7591,24.0,100,100,0.51,CO,1683688585
342,ouesso,1.6136,16.0517,20.83,99,100,0.49,CG,1683688257
343,urengoy,65.9667,78.3667,0.11,99,100,2.42,RU,1683688585
344,fortuna,40.5982,-124.1573,12.18,81,0,0.45,US,1683688191
345,tsetserleg,47.475,101.4542,10.17,31,19,6.32,MN,1683688585
346,santo antonio da platina,-23.295,-50.0772,19.47,96,100,1.67,BR,1683688586
347,muroto-misakicho,33.2833,134.15,17.78,65,100,1.76,JP,1683688587
348,muynoq,43.7683,59.0214,24.77,17,98,5.51,UZ,1683688587
349,hilo,19.7297,-155.09,26.27,85,100,5.14,US,1683687929
350,cova figueira,14.8905,-24.2934,20.37,82,1,5.25,CV,1683688580
351,arrifes,37.7667,-25.7,17.14,94,75,3.09,PT,1683688588
352,talakan,50.3167,130.3667,8.66,80,100,0.88,RU,1683688588
353,luderitz,-26.6481,15.1594,16.12,61,100,1.37,NA,1683688176
354,altai,46.3722,96.2583,2.53,68,37,5.92,MN,1683688588
355,fauske,67.2588,15.3918,11.54,77,99,2.89,NO,1683688589
356,sarandi grande,-33.7333,-56.3333,11.93,68,100,2.09,UY,1683688589
357,lagoa,39.05,-27.9833,16.89,91,69,4.53,PT,1683688444
358,yakeshi,49.2833,120.7333,15.66,25,0,2.44,CN,1683688589
359,kargopol',61.5071,38.9456,6.12,67,100,1.81,RU,1683688589
360,saint-francois,46.4154,3.9054,9.26,95,92,4.56,FR,1683688590
361,al artawiyah,26.5053,45.3444,23.99,20,100,4.83,SA,1683688590
362,tevriz,57.509,72.4042,7.89,29,5,2.16,RU,1683688590
363,kuraymah,18.55,31.85,23.65,16,40,5.05,SD,1683688590
364,gadzhiyevo,69.2551,33.3362,1.7,99,100,3.61,RU,1683688591
365,south hedland,-20.4089,118.5983,27.43,19,43,7.41,AU,1683688591
366,yatou,37.15,122.3833,21.29,28,100,1.99,CN,1683688189
367,kruisfontein,-34.0033,24.7314,13.47,76,68,2.38,ZA,1683688165
368,tabou,4.423,-7.3528,27.24,81,100,1.88,CI,1683688186
369,talara,-4.5772,-81.2719,25.19,80,5,6.11,PE,1683688233
370,novodvinsk,64.4165,40.8122,3.75,88,96,1.56,RU,1683688592
371,doylestown,40.3101,-75.1299,14.73,60,0,2.06,US,1683688592
372,igarka,67.4667,86.5833,-10.24,82,67,2.57,RU,1683688187
373,tofol,5.3248,163.0078,24.88,94,100,3.09,FM,1683688246
374,saint-pierre,-21.3393,55.4781,22.54,68,0,2.57,RE,1683688236
375,pak phanang,8.3511,100.202,34.46,67,100,1.54,TH,1683688593
376,mapimi,25.8167,-103.85,24.5,9,55,2.45,MX,1683688593
377,rongelap,11.1635,166.8941,27.23,83,86,7.4,MH,1683688593
378,n'zeto,-7.2312,12.8666,24.97,90,0,2.35,AO,1683688594
379,mhamid,29.82,-5.72,25.46,16,0,0.44,MA,1683688595
380,aketi,2.7388,23.7833,20.52,96,100,0.38,CD,1683688595
381,kamen'-na-obi,53.7884,81.3423,12.79,33,87,2.81,RU,1683688595
382,dwarka,22.2394,68.9678,29.04,70,0,5.5,IN,1683688596
383,kolokani,13.5728,-8.0339,28.22,37,84,3.38,ML,1683688596
384,bubaque,11.2833,-15.8333,26.84,76,100,6.11,GW,1683688217
385,kupang,-10.1667,123.5833,32.32,66,20,8.75,ID,1683688226
386,kaoma,-14.7833,24.8,11.86,60,0,2.42,ZM,1683688596
387,jonesboro,35.8423,-90.7043,24.88,67,0,5.36,US,1683688324
388,salinas,36.6777,-121.6555,15.79,80,100,4.63,US,1683688597
389,toliara,-23.35,43.6667,22.27,70,0,2.11,MG,1683688597
390,madalena,41.2162,-8.3345,13.03,83,100,1.5,PT,1683688597
391,iuna,-20.3458,-41.5358,18.1,98,86,0.25,BR,1683688598
392,badagry,6.4167,2.8833,27.56,84,96,4.39,NG,1683688598
393,tindouf,27.6711,-8.1474,30.25,13,0,3.09,DZ,1683688598
394,bondoukou,8.0333,-2.8,24.16,77,100,1.98,CI,1683688598
395,nadi,-17.8,177.4167,29.0,65,20,4.63,FJ,1683688246
396,salina cruz,16.1667,-95.2,29.71,74,86,3.54,MX,1683688599
397,saint-philippe,-21.3585,55.7679,21.77,83,46,4.04,RE,1683688243
398,new amsterdam,6.25,-57.5167,23.84,91,100,1.68,GY,1683688599
399,yandev,7.3667,9.05,26.21,78,94,4.6,NG,1683688599
400,howrah,22.5892,88.3103,33.0,66,40,3.6,IN,1683688192
401,ulsteinvik,62.3432,5.8487,12.5,73,100,0.89,NO,1683688600
402,san pedro pochutla,15.7333,-96.4667,28.73,74,28,3.73,MX,1683688186
403,rincon de romos,22.2333,-102.3,22.05,21,17,9.95,MX,1683688600
404,chonchi,-42.6128,-73.8092,12.56,98,99,0.6,CL,1683688183
405,ladario,-19.0047,-57.6017,20.93,94,72,0.92,BR,1683688601
406,ola,59.5833,151.2833,10.08,81,44,3.49,RU,1683688172
407,nogliki,51.8333,143.1667,1.44,91,100,4.76,RU,1683688601
408,manta,-0.95,-80.7333,26.88,83,40,3.09,EC,1683688601
409,gemena,3.25,19.7667,20.72,100,100,0.58,CD,1683688601
410,znamenskoye,57.1281,73.8282,7.54,28,2,2.25,RU,1683688602
411,qarazhal,48.0078,70.7903,22.32,20,96,5.48,KZ,1683688602
412,sao jose da coroa grande,-8.8978,-35.1478,24.9,85,36,2.24,BR,1683688602
413,vuktyl,63.8567,57.3094,0.54,92,99,3.2,RU,1683688602
414,ryotsu-minato,38.0833,138.4333,16.84,55,0,2.71,JP,1683688603
415,revda,56.801,59.9303,7.08,36,13,0.65,RU,1683688449
416,panguipulli,-39.6333,-72.3333,8.42,92,31,1.24,CL,1683688603
417,carbonear,47.7332,-53.2148,5.23,74,31,11.32,CA,1683688180
418,tazacorte,28.629,-17.9293,20.54,78,0,6.69,ES,1683688245
419,saint-joseph,-21.3667,55.6167,21.93,80,33,4.34,RE,1683688477
420,fonte boa,-2.4959,-66.2662,23.37,100,100,0.98,BR,1683688604
421,trairi,-3.2778,-39.2689,24.03,90,30,1.89,BR,1683688090
422,nova sintra,14.8667,-24.7167,20.26,81,2,4.9,CV,1683688227
423,vilyuysk,63.7553,121.6247,4.59,98,100,2.74,RU,1683688150
424,waingapu,-9.6567,120.2641,28.65,73,81,6.83,ID,1683688605
425,santa cruz,-17.8,-63.1667,17.7,88,40,1.54,BO,1683688179
426,harper,4.375,-7.7169,26.97,83,100,1.69,LR,1683688467
427,icano,-28.9193,-65.3282,15.15,82,0,0.41,AR,1683688606
428,fengcheng,40.4536,124.0717,23.35,27,100,3.49,CN,1683688607
429,asau,46.4333,26.4,3.51,90,71,0.97,RO,1683688607
430,enewetak,11.3474,162.3373,27.38,83,91,7.56,MH,1683688163
431,antofagasta,-23.65,-70.4,15.6,81,25,2.43,CL,1683688596
432,hasaki,35.7333,140.8333,24.05,59,3,4.71,JP,1683688056
433,sabang,5.8933,95.3214,28.96,68,92,5.34,ID,1683688608
434,sur,22.5667,59.5289,30.17,47,10,4.13,OM,1683688209
435,capo d'orlando,38.1435,14.7305,16.34,90,57,1.0,IT,1683688609
436,mahina,-17.5065,-149.489,28.75,74,75,6.17,PF,1683688609
437,leh,34.1667,77.5833,-0.68,37,0,2.41,IN,1683688609
438,salekhard,66.53,66.6019,-1.92,86,98,0.78,RU,1683688610
439,port blair,11.6667,92.75,29.59,76,96,9.86,IN,1683688610
440,den burg,53.0542,4.7972,10.56,100,100,2.06,NL,1683688612
441,quiberon,47.4841,-3.1196,13.37,84,6,4.47,FR,1683688613
442,vorkuta,67.5,64.0,-2.77,96,100,0.46,RU,1683688443
443,carnarvon,-24.8667,113.6333,21.03,84,100,1.29,AU,1683688250
444,coyhaique,-45.5752,-72.0662,5.97,87,75,3.09,CL,1683688506
445,hinton,53.4001,-117.5857,9.48,81,85,0.69,CA,1683688475
446,bogale,16.2833,95.4,33.67,50,100,3.71,MM,1683688616
447,lebu,-37.6167,-73.65,11.76,83,99,5.74,CL,1683688181
448,broken hill,-31.95,141.4333,15.63,47,0,4.32,AU,1683688159
449,ohara,35.25,140.3833,18.19,60,1,5.02,JP,1683688620
450,angren,41.0167,70.1436,20.92,29,5,3.02,UZ,1683688620
451,kumylzhenskaya,49.8809,42.5898,8.32,62,100,4.33,RU,1683688620
452,san patricio,28.017,-97.5169,26.92,87,63,7.31,US,1683688180
453,meybod,32.2501,54.0166,23.01,29,100,2.5,IR,1683688621
454,canon city,38.441,-105.2424,21.21,17,0,3.09,US,1683688621
455,atlantic,39.4668,-74.6663,12.7,71,0,0.0,US,1683688621
456,palikir - national government center,6.9248,158.1611,30.41,79,100,2.57,FM,1683688622
457,oum hadjer,13.2954,19.6966,32.9,28,81,4.49,TD,1683688622
458,taoudenni,22.6783,-3.9836,30.93,14,100,3.67,ML,1683688622
459,mtwara,-10.2667,40.1833,21.53,92,2,4.09,TZ,1683688623
460,beitbridge,-22.2167,30.0,16.21,82,0,2.5,ZW,1683688624
461,christchurch,-43.5333,172.6333,11.38,81,75,6.17,NZ,1683688624
462,thomson,33.4707,-82.5046,25.79,76,0,2.06,US,1683688625
463,kralendijk,12.15,-68.2667,26.99,78,75,8.75,BQ,1683688625
464,al mishkhab,31.8042,44.4911,25.54,32,3,7.17,IQ,1683688626
465,cowansville,45.2001,-72.7491,8.44,60,2,2.06,CA,1683688628
466,khovd,48.0056,91.6419,12.87,36,14,2.04,MN,1683688629
467,hell-ville,-13.4,48.2667,25.97,73,10,2.59,MG,1683688630
468,ntoum,0.3833,9.7833,24.99,94,100,0.74,GA,1683688630
469,petauke,-14.2426,31.3253,12.97,85,25,1.99,ZM,1683688631
470,kenora,49.8167,-94.4337,13.54,71,40,1.54,CA,1683688631
471,coquimbo,-29.9533,-71.3436,11.85,100,100,1.03,CL,1683688632
472,monticello,45.3055,-93.7941,17.14,90,100,2.06,US,1683688548
473,yen bai,21.7,104.8667,24.02,96,100,0.68,VN,1683688633
474,nuuk,64.1835,-51.7216,-0.66,93,100,3.09,GL,1683688240
475,copala,16.65,-98.9833,28.02,71,24,2.47,MX,1683688634
476,sinop,41.7711,34.8709,7.77,99,100,1.39,TR,1683688217
477,belaya kholunitsa,58.84,50.8528,6.45,71,51,2.49,RU,1683688635
478,taroa,8.7058,171.2275,26.54,85,92,8.66,MH,1683688636
479,daru,-9.0763,143.2092,26.98,90,99,7.1,PG,1683688184
480,yelizovo,53.1873,158.3805,10.08,40,75,3.0,RU,1683688243
481,piacabucu,-10.4056,-36.4344,24.35,81,4,1.99,BR,1683688639
482,sodra sandby,56.5667,16.6167,7.72,83,4,5.34,SE,1683688640
483,long beach,33.767,-118.1892,16.65,79,100,7.72,US,1683688640
484,razampeta,14.1833,79.1667,30.87,59,100,1.2,IN,1683688469
485,acarau,-2.8856,-40.12,25.24,87,26,2.85,BR,1683688204
486,munkebo,55.4618,10.5558,11.57,80,96,9.46,DK,1683688646
487,sikonge,-5.6333,32.7667,17.4,81,96,1.71,TZ,1683688646
488,coalcoman de vazquez pallares,18.7833,-103.15,21.55,72,0,1.24,MX,1683688647
489,avranches,48.6833,-1.3667,9.87,95,92,7.18,FR,1683688648
490,lamu,-2.2717,40.902,25.12,84,73,5.86,KE,1683688225
491,mastic beach,40.7668,-72.8521,12.94,74,0,2.68,US,1683688649
492,ceeldheer,3.8488,47.1806,25.73,86,98,6.14,SO,1683688545
493,langfang,39.5097,116.6947,25.72,21,89,2.99,CN,1683688649
494,alexandroupoli,40.8475,25.8744,11.9,71,40,3.6,GR,1683688642
495,tyumentsevo,53.3224,81.498,13.15,34,98,3.37,RU,1683688651
496,kolonia,50.9333,6.95,13.87,92,100,3.09,DE,1683688357
497,sao joao da barra,-21.6403,-41.0511,23.42,85,98,3.65,BR,1683688141
498,napili-honokowai,20.9708,-156.6705,27.64,78,17,7.11,US,1683688652
499,kununurra,-15.7667,128.7333,26.26,16,100,7.83,AU,1683688257
500,dawson creek,55.7666,-120.2362,16.99,51,75,1.83,CA,1683688228
501,shouguang,36.88,118.7375,24.41,19,100,3.01,CN,1683688653
502,tucupita,9.0622,-62.051,23.05,89,63,1.82,VE,1683688654
503,port hedland,-20.3167,118.5667,26.22,29,49,7.3,AU,1683688655
504,san jose del guaviare,2.5729,-72.6459,22.63,97,100,0.66,CO,1683688655
505,richards bay,-28.783,32.0377,19.19,84,99,5.52,ZA,1683688656
506,cidreira,-30.1811,-50.2056,16.07,84,0,2.58,BR,1683688194
507,ciudad lazaro cardenas,17.9583,-102.2,26.87,76,0,2.72,MX,1683688656
508,ceadir-lunga,46.055,28.8303,5.95,82,12,3.17,MD,1683688657
509,mudgee,-32.5943,149.5871,17.66,33,0,0.8,AU,1683688657
510,kuqa,41.7278,82.9364,19.06,17,1,4.3,CN,1683688657
511,mangrol,21.1167,70.1167,29.59,63,47,5.14,IN,1683688657
512,ust'-kut,56.7938,105.7672,8.96,78,99,5.76,RU,1683688658
513,sarmiento,-45.5882,-69.07,7.62,72,6,3.23,AR,1683688658
514,algodonales,36.8804,-5.4054,19.42,50,27,1.22,ES,1683688658
515,sao gabriel da cachoeira,-0.1303,-67.0892,23.34,99,100,0.99,BR,1683688659
516,torshavn,62.0097,-6.7716,8.66,93,74,2.02,FO,1683688660
517,nioki,-2.7167,17.6833,21.47,98,100,1.07,CD,1683688660
518,luanda,-8.8368,13.2343,27.0,100,75,1.54,AO,1683688212
519,twon-brass,4.3151,6.2418,28.06,79,100,4.72,NG,1683688661
520,kayangel,8.0823,134.7173,28.62,73,73,1.7,PW,1683688171
521,flying fish cove,-10.4217,105.6791,27.73,77,64,8.57,CX,1683688139
522,nguigmi,14.2495,13.1092,27.63,21,100,2.6,NE,1683688663
523,madaoua,14.073,5.96,28.17,14,100,3.24,NE,1683688664
524,kingsville,27.5159,-97.8561,25.98,81,75,4.63,US,1683688664
525,horsham,51.064,-0.3272,12.02,94,75,1.54,GB,1683688252
526,mugia,43.1041,-9.2179,11.06,80,100,3.4,ES,1683688665
527,chernyshevskiy,63.0128,112.4714,-0.06,70,63,5.21,RU,1683688665
528,santana,-0.0583,-51.1817,26.1,100,75,0.51,BR,1683688543
529,puqi,29.7167,113.8833,17.22,85,99,2.88,CN,1683688666
530,turgen,43.4006,77.5933,17.07,30,0,2.17,KZ,1683688666
531,galesong,-5.3166,119.3661,30.01,75,100,1.79,ID,1683688666
532,rio hato,8.3833,-80.1667,26.75,77,96,5.14,PA,1683688667
533,makarov,48.6333,142.8,2.95,80,91,2.85,RU,1683688667
534,tambopata,-12.7333,-69.1833,20.59,94,100,1.21,PE,1683688667
535,fort bragg,35.139,-79.006,21.94,72,75,7.72,US,1683688156
536,maragogi,-9.0122,-35.2225,24.52,86,19,2.14,BR,1683688668
537,luang namtha,20.9497,101.4011,26.01,83,100,1.03,LA,1683688668
538,manokwari,-0.8667,134.0833,28.75,74,52,2.93,ID,1683688669
539,i-n-salah,27.1935,2.4607,23.49,22,97,3.96,DZ,1683688670
540,dali,25.7,100.1833,23.85,30,8,3.45,CN,1683688671
541,genoa,44.4129,8.9573,17.41,94,75,3.09,IT,1683688671
542,aweil,8.7682,27.4002,26.44,63,42,2.81,SS,1683688672
543,puerto baquerizo moreno,-0.9,-89.6,26.17,87,47,4.33,EC,1683688675
544,weiser,44.251,-116.9693,16.11,63,14,0.45,US,1683688675
545,sandnessjoen,66.0217,12.6316,10.92,65,100,0.45,NO,1683688250
546,ulladulla,-35.35,150.4667,18.76,52,0,2.45,AU,1683688675
547,apiai,-24.5094,-48.8425,17.27,87,100,1.79,BR,1683688676
548,newnham,-41.3833,147.1333,16.17,59,96,1.79,AU,1683688676
549,mek'ele,13.4967,39.4753,18.87,67,84,0.37,ET,1683688677
550,zhongshu,24.5167,103.7667,25.67,44,56,4.33,CN,1683688677
551,cockburn town,21.4612,-71.1419,26.49,83,0,7.43,TC,1683688677
552,bridgewater,44.3835,-64.5155,6.82,72,33,2.57,CA,1683688677
553,umea,63.8284,20.2597,4.96,87,75,2.06,SE,1683688678
554,grand-bassam,5.2118,-3.7388,26.98,87,100,2.69,CI,1683688678
555,virrat,62.2476,23.78,6.64,70,100,3.07,FI,1683688679
556,kitimat,54.0524,-128.6534,19.21,55,14,2.09,CA,1683688617
557,jeanerette,29.911,-91.6635,24.05,90,96,2.13,US,1683688680
558,koszalin,54.1944,16.1722,7.04,61,0,6.65,PL,1683688680
559,antsiranana,-12.2787,49.2917,24.02,77,18,6.65,MG,1683688037
560,zhangjiakou,40.81,114.8794,21.74,21,22,2.13,CN,1683688680
561,portland,45.5234,-122.6762,17.32,61,38,0.45,US,1683688166
562,yaren,-0.5472,166.916,28.75,79,56,7.39,NR,1683688236
563,colac,-38.3333,143.5833,13.43,57,54,1.69,AU,1683688681
564,devonport,-41.1667,146.35,16.4,61,74,1.34,AU,1683688682
565,choibalsan,48.0667,114.5,21.26,14,65,5.09,MN,1683688682
566,gizo,-8.103,156.8419,29.16,76,79,3.16,SB,1683688682
567,banmankhi,25.8833,87.1833,35.1,15,0,2.54,IN,1683688683
568,moroto,2.5345,34.6666,18.48,88,52,0.62,UG,1683688683
569,rio gallegos,-51.6226,-69.2181,1.03,86,20,1.03,AR,1683688684
570,salaga,8.5508,-0.5188,27.88,66,56,3.07,GH,1683688685
571,juegang,32.3174,121.1855,19.12,39,93,2.95,CN,1683688687
572,isla mujeres,21.2311,-86.731,28.03,81,100,5.46,MX,1683688688
573,qamdo,31.1667,97.2333,5.65,28,62,4.35,CN,1683688449
574,malvan,16.0667,73.4667,29.54,71,98,2.79,IN,1683688689
575,kavaratti,10.5669,72.642,29.14,64,100,4.54,IN,1683688145
576,colonia,50.9333,6.95,13.87,92,100,3.09,DE,1683688196
577,deder,9.3167,41.45,12.88,86,85,1.44,ET,1683688690
578,chegdomyn,51.1167,133.0167,13.93,32,52,2.39,RU,1683688690
579,figuig (centre),32.1089,-1.2286,22.28,28,0,1.62,MA,1683688690
580,tual,-5.6667,132.75,26.8,86,98,7.72,ID,1683688256
581,moa,20.6569,-74.9403,25.44,85,71,2.93,CU,1683688691
582,as sulayyil,20.4607,45.5779,27.14,16,2,1.47,SA,1683688691
583,caleta de carquin,-11.0925,-77.6267,21.84,86,32,4.58,PE,1683688692
584,trondheim,63.4305,10.3951,12.03,59,100,1.55,NO,1683688693
585,alloa,56.1159,-3.79,10.91,90,39,0.45,GB,1683688693
586,limon,10.0,-83.0333,26.7,78,32,1.73,CR,1683688694
587,masterton,-40.9597,175.6575,14.38,64,56,8.81,NZ,1683688140
588,kabinda,-6.1333,24.4833,20.01,80,100,1.71,CD,1683688694
589,mount gambier,-37.8333,140.7667,16.01,55,85,1.28,AU,1683688177
590,suntar,62.1444,117.6319,5.24,92,100,3.18,RU,1683688695
591,filadelfia,39.9523,-75.1638,15.39,57,75,2.68,US,1683688536
592,ovalle,-30.5983,-71.2003,19.9,50,13,1.01,CL,1683688153
